# STEP   STRAN(1)    STRAN(2)    STRAN(3)   STRESS(1)   STRESS(2)   STRESS(1)    OMEGA(1)    OMEGA(2)    OMEGA(3)   fd0
  657  0.0000E+00  0.0000E+00  0.1314E-01  0.4816E+08  0.4816E+08  0.1734E+09  0.0000E+00  0.0000E+00  0.4400E+00  0.1426E-05
  658  0.0000E+00  0.0000E+00  0.1316E-01  0.4819E+08  0.4819E+08  0.1735E+09  0.0000E+00  0.0000E+00  0.4405E+00  0.1420E-05
  659  0.0000E+00  0.0000E+00  0.1318E-01  0.4822E+08  0.4822E+08  0.1736E+09  0.0000E+00  0.0000E+00  0.4410E+00  0.1414E-05
  660  0.0000E+00  0.0000E+00  0.1320E-01  0.4824E+08  0.4824E+08  0.1737E+09  0.0000E+00  0.0000E+00  0.4415E+00  0.1408E-05
  661  0.0000E+00  0.0000E+00  0.1322E-01  0.4827E+08  0.4827E+08  0.1738E+09  0.0000E+00  0.0000E+00  0.4420E+00  0.1402E-05
  662  0.0000E+00  0.0000E+00  0.1324E-01  0.4830E+08  0.4830E+08  0.1739E+09  0.0000E+00  0.0000E+00  0.4426E+00  0.1397E-05
  663  0.0000E+00  0.0000E+00  0.1326E-01  0.4833E+08  0.4833E+08  0.1740E+09  0.0000E+00  0.0000E+00  0.4431E+00  0.1391E-05
  664  0.0000E+00  0.0000E+00  0.1328E-01  0.4836E+08  0.4836E+08  0.1741E+09  0.0000E+00  0.0000E+00  0.4436E+00  0.1386E-05
  665  0.0000E+00  0.0000E+00  0.1330E-01  0.4839E+08  0.4839E+08  0.1742E+09  0.0000E+00  0.0000E+00  0.4441E+00  0.1380E-05
  666  0.0000E+00  0.0000E+00  0.1332E-01  0.4842E+08  0.4842E+08  0.1743E+09  0.0000E+00  0.0000E+00  0.4446E+00  0.1375E-05
  667  0.0000E+00  0.0000E+00  0.1334E-01  0.4845E+08  0.4845E+08  0.1744E+09  0.0000E+00  0.0000E+00  0.4451E+00  0.1369E-05
  668  0.0000E+00  0.0000E+00  0.1336E-01  0.4848E+08  0.4848E+08  0.1745E+09  0.0000E+00  0.0000E+00  0.4456E+00  0.1364E-05
  669  0.0000E+00  0.0000E+00  0.1338E-01  0.4851E+08  0.4851E+08  0.1746E+09  0.0000E+00  0.0000E+00  0.4461E+00  0.1358E-05
  670  0.0000E+00  0.0000E+00  0.1340E-01  0.4854E+08  0.4854E+08  0.1747E+09  0.0000E+00  0.0000E+00  0.4466E+00  0.1353E-05
  671  0.0000E+00  0.0000E+00  0.1342E-01  0.4857E+08  0.4857E+08  0.1748E+09  0.0000E+00  0.0000E+00  0.4471E+00  0.1348E-05
  672  0.0000E+00  0.0000E+00  0.1344E-01  0.4860E+08  0.4860E+08  0.1749E+09  0.0000E+00  0.0000E+00  0.4476E+00  0.1342E-05
  673  0.0000E+00  0.0000E+00  0.1346E-01  0.4863E+08  0.4863E+08  0.1750E+09  0.0000E+00  0.0000E+00  0.4481E+00  0.1336E-05
  674  0.0000E+00  0.0000E+00  0.1348E-01  0.4866E+08  0.4866E+08  0.1751E+09  0.0000E+00  0.0000E+00  0.4486E+00  0.1331E-05
  675  0.0000E+00  0.0000E+00  0.1350E-01  0.4868E+08  0.4868E+08  0.1752E+09  0.0000E+00  0.0000E+00  0.4491E+00  0.1326E-05
  676  0.0000E+00  0.0000E+00  0.1352E-01  0.4871E+08  0.4871E+08  0.1753E+09  0.0000E+00  0.0000E+00  0.4496E+00  0.1321E-05
  677  0.0000E+00  0.0000E+00  0.1354E-01  0.4874E+08  0.4874E+08  0.1754E+09  0.0000E+00  0.0000E+00  0.4501E+00  0.1315E-05
  678  0.0000E+00  0.0000E+00  0.1356E-01  0.4877E+08  0.4877E+08  0.1755E+09  0.0000E+00  0.0000E+00  0.4506E+00  0.1311E-05
  679  0.0000E+00  0.0000E+00  0.1358E-01  0.4880E+08  0.4880E+08  0.1756E+09  0.0000E+00  0.0000E+00  0.4511E+00  0.1305E-05
  680  0.0000E+00  0.0000E+00  0.1360E-01  0.4883E+08  0.4883E+08  0.1757E+09  0.0000E+00  0.0000E+00  0.4516E+00  0.1300E-05
  681  0.0000E+00  0.0000E+00  0.1362E-01  0.4886E+08  0.4886E+08  0.1758E+09  0.0000E+00  0.0000E+00  0.4521E+00  0.1295E-05
  682  0.0000E+00  0.0000E+00  0.1364E-01  0.4889E+08  0.4889E+08  0.1759E+09  0.0000E+00  0.0000E+00  0.4526E+00  0.1290E-05
  683  0.0000E+00  0.0000E+00  0.1366E-01  0.4892E+08  0.4892E+08  0.1760E+09  0.0000E+00  0.0000E+00  0.4531E+00  0.1285E-05
  684  0.0000E+00  0.0000E+00  0.1368E-01  0.4895E+08  0.4895E+08  0.1761E+09  0.0000E+00  0.0000E+00  0.4536E+00  0.1280E-05
  685  0.0000E+00  0.0000E+00  0.1370E-01  0.4897E+08  0.4897E+08  0.1761E+09  0.0000E+00  0.0000E+00  0.4541E+00  0.1275E-05
  686  0.0000E+00  0.0000E+00  0.1372E-01  0.4900E+08  0.4900E+08  0.1762E+09  0.0000E+00  0.0000E+00  0.4546E+00  0.1270E-05
  687  0.0000E+00  0.0000E+00  0.1374E-01  0.4903E+08  0.4903E+08  0.1763E+09  0.0000E+00  0.0000E+00  0.4551E+00  0.1264E-05
  688  0.0000E+00  0.0000E+00  0.1376E-01  0.4906E+08  0.4906E+08  0.1764E+09  0.0000E+00  0.0000E+00  0.4556E+00  0.1260E-05
  689  0.0000E+00  0.0000E+00  0.1378E-01  0.4909E+08  0.4909E+08  0.1765E+09  0.0000E+00  0.0000E+00  0.4561E+00  0.1255E-05
  690  0.0000E+00  0.0000E+00  0.1380E-01  0.4912E+08  0.4912E+08  0.1766E+09  0.0000E+00  0.0000E+00  0.4566E+00  0.1250E-05
  691  0.0000E+00  0.0000E+00  0.1382E-01  0.4915E+08  0.4915E+08  0.1767E+09  0.0000E+00  0.0000E+00  0.4571E+00  0.1245E-05
  692  0.0000E+00  0.0000E+00  0.1384E-01  0.4918E+08  0.4918E+08  0.1768E+09  0.0000E+00  0.0000E+00  0.4576E+00  0.1240E-05
  693  0.0000E+00  0.0000E+00  0.1386E-01  0.4920E+08  0.4920E+08  0.1769E+09  0.0000E+00  0.0000E+00  0.4581E+00  0.1235E-05
  694  0.0000E+00  0.0000E+00  0.1388E-01  0.4923E+08  0.4923E+08  0.1770E+09  0.0000E+00  0.0000E+00  0.4586E+00  0.1231E-05
  695  0.0000E+00  0.0000E+00  0.1390E-01  0.4926E+08  0.4926E+08  0.1771E+09  0.0000E+00  0.0000E+00  0.4591E+00  0.1226E-05
  696  0.0000E+00  0.0000E+00  0.1392E-01  0.4929E+08  0.4929E+08  0.1772E+09  0.0000E+00  0.0000E+00  0.4596E+00  0.1222E-05
  697  0.0000E+00  0.0000E+00  0.1394E-01  0.4932E+08  0.4932E+08  0.1773E+09  0.0000E+00  0.0000E+00  0.4600E+00  0.1217E-05
  698  0.0000E+00  0.0000E+00  0.1396E-01  0.4935E+08  0.4935E+08  0.1774E+09  0.0000E+00  0.0000E+00  0.4605E+00  0.1212E-05
  699  0.0000E+00  0.0000E+00  0.1398E-01  0.4938E+08  0.4938E+08  0.1775E+09  0.0000E+00  0.0000E+00  0.4610E+00  0.1207E-05
  700  0.0000E+00  0.0000E+00  0.1400E-01  0.4940E+08  0.4940E+08  0.1776E+09  0.0000E+00  0.0000E+00  0.4615E+00  0.1202E-05
  701  0.0000E+00  0.0000E+00  0.1402E-01  0.4943E+08  0.4943E+08  0.1777E+09  0.0000E+00  0.0000E+00  0.4620E+00  0.1198E-05
  702  0.0000E+00  0.0000E+00  0.1404E-01  0.4946E+08  0.4946E+08  0.1778E+09  0.0000E+00  0.0000E+00  0.4625E+00  0.1193E-05
  703  0.0000E+00  0.0000E+00  0.1406E-01  0.4949E+08  0.4949E+08  0.1779E+09  0.0000E+00  0.0000E+00  0.4630E+00  0.1189E-05
  704  0.0000E+00  0.0000E+00  0.1408E-01  0.4952E+08  0.4952E+08  0.1780E+09  0.0000E+00  0.0000E+00  0.4635E+00  0.1184E-05
  705  0.0000E+00  0.0000E+00  0.1410E-01  0.4955E+08  0.4955E+08  0.1781E+09  0.0000E+00  0.0000E+00  0.4640E+00  0.1180E-05
  706  0.0000E+00  0.0000E+00  0.1412E-01  0.4957E+08  0.4957E+08  0.1782E+09  0.0000E+00  0.0000E+00  0.4645E+00  0.1175E-05
  707  0.0000E+00  0.0000E+00  0.1414E-01  0.4960E+08  0.4960E+08  0.1783E+09  0.0000E+00  0.0000E+00  0.4650E+00  0.1171E-05
  708  0.0000E+00  0.0000E+00  0.1416E-01  0.4963E+08  0.4963E+08  0.1783E+09  0.0000E+00  0.0000E+00  0.4655E+00  0.1166E-05
  709  0.0000E+00  0.0000E+00  0.1418E-01  0.4966E+08  0.4966E+08  0.1784E+09  0.0000E+00  0.0000E+00  0.4660E+00  0.1162E-05
  710  0.0000E+00  0.0000E+00  0.1420E-01  0.4969E+08  0.4969E+08  0.1785E+09  0.0000E+00  0.0000E+00  0.4665E+00  0.1157E-05
  711  0.0000E+00  0.0000E+00  0.1422E-01  0.4972E+08  0.4972E+08  0.1786E+09  0.0000E+00  0.0000E+00  0.4670E+00  0.1153E-05
  712  0.0000E+00  0.0000E+00  0.1424E-01  0.4974E+08  0.4974E+08  0.1787E+09  0.0000E+00  0.0000E+00  0.4675E+00  0.1148E-05
  713  0.0000E+00  0.0000E+00  0.1426E-01  0.4977E+08  0.4977E+08  0.1788E+09  0.0000E+00  0.0000E+00  0.4680E+00  0.1144E-05
  714  0.0000E+00  0.0000E+00  0.1428E-01  0.4980E+08  0.4980E+08  0.1789E+09  0.0000E+00  0.0000E+00  0.4684E+00  0.1140E-05
  715  0.0000E+00  0.0000E+00  0.1430E-01  0.4983E+08  0.4983E+08  0.1790E+09  0.0000E+00  0.0000E+00  0.4689E+00  0.1136E-05
  716  0.0000E+00  0.0000E+00  0.1432E-01  0.4986E+08  0.4986E+08  0.1791E+09  0.0000E+00  0.0000E+00  0.4694E+00  0.1131E-05
  717  0.0000E+00  0.0000E+00  0.1434E-01  0.4988E+08  0.4988E+08  0.1792E+09  0.0000E+00  0.0000E+00  0.4699E+00  0.1127E-05
  718  0.0000E+00  0.0000E+00  0.1436E-01  0.4991E+08  0.4991E+08  0.1793E+09  0.0000E+00  0.0000E+00  0.4704E+00  0.1123E-05
  719  0.0000E+00  0.0000E+00  0.1438E-01  0.4994E+08  0.4994E+08  0.1794E+09  0.0000E+00  0.0000E+00  0.4709E+00  0.1118E-05
  720  0.0000E+00  0.0000E+00  0.1440E-01  0.4997E+08  0.4997E+08  0.1795E+09  0.0000E+00  0.0000E+00  0.4714E+00  0.1115E-05
  721  0.0000E+00  0.0000E+00  0.1442E-01  0.5000E+08  0.5000E+08  0.1796E+09  0.0000E+00  0.0000E+00  0.4719E+00  0.1110E-05
  722  0.0000E+00  0.0000E+00  0.1444E-01  0.5002E+08  0.5002E+08  0.1797E+09  0.0000E+00  0.0000E+00  0.4724E+00  0.1106E-05
  723  0.0000E+00  0.0000E+00  0.1446E-01  0.5005E+08  0.5005E+08  0.1798E+09  0.0000E+00  0.0000E+00  0.4729E+00  0.1102E-05
  724  0.0000E+00  0.0000E+00  0.1448E-01  0.5008E+08  0.5008E+08  0.1798E+09  0.0000E+00  0.0000E+00  0.4734E+00  0.1098E-05
  725  0.0000E+00  0.0000E+00  0.1450E-01  0.5011E+08  0.5011E+08  0.1799E+09  0.0000E+00  0.0000E+00  0.4738E+00  0.1093E-05
  726  0.0000E+00  0.0000E+00  0.1452E-01  0.5013E+08  0.5013E+08  0.1800E+09  0.0000E+00  0.0000E+00  0.4743E+00  0.1089E-05
  727  0.0000E+00  0.0000E+00  0.1454E-01  0.5016E+08  0.5016E+08  0.1801E+09  0.0000E+00  0.0000E+00  0.4748E+00  0.1086E-05
  728  0.0000E+00  0.0000E+00  0.1456E-01  0.5019E+08  0.5019E+08  0.1802E+09  0.0000E+00  0.0000E+00  0.4753E+00  0.1081E-05
  729  0.0000E+00  0.0000E+00  0.1458E-01  0.5022E+08  0.5022E+08  0.1803E+09  0.0000E+00  0.0000E+00  0.4758E+00  0.1078E-05
  730  0.0000E+00  0.0000E+00  0.1460E-01  0.5025E+08  0.5025E+08  0.1804E+09  0.0000E+00  0.0000E+00  0.4763E+00  0.1073E-05
  731  0.0000E+00  0.0000E+00  0.1462E-01  0.5027E+08  0.5027E+08  0.1805E+09  0.0000E+00  0.0000E+00  0.4768E+00  0.1069E-05
  732  0.0000E+00  0.0000E+00  0.1464E-01  0.5030E+08  0.5030E+08  0.1806E+09  0.0000E+00  0.0000E+00  0.4773E+00  0.1065E-05
  733  0.0000E+00  0.0000E+00  0.1466E-01  0.5033E+08  0.5033E+08  0.1807E+09  0.0000E+00  0.0000E+00  0.4777E+00  0.1062E-05
  734  0.0000E+00  0.0000E+00  0.1468E-01  0.5036E+08  0.5036E+08  0.1808E+09  0.0000E+00  0.0000E+00  0.4782E+00  0.1057E-05
  735  0.0000E+00  0.0000E+00  0.1470E-01  0.5038E+08  0.5038E+08  0.1809E+09  0.0000E+00  0.0000E+00  0.4787E+00  0.1054E-05
  736  0.0000E+00  0.0000E+00  0.1472E-01  0.5041E+08  0.5041E+08  0.1810E+09  0.0000E+00  0.0000E+00  0.4792E+00  0.1049E-05
  737  0.0000E+00  0.0000E+00  0.1474E-01  0.5044E+08  0.5044E+08  0.1811E+09  0.0000E+00  0.0000E+00  0.4797E+00  0.1046E-05
  738  0.0000E+00  0.0000E+00  0.1476E-01  0.5047E+08  0.5047E+08  0.1811E+09  0.0000E+00  0.0000E+00  0.4802E+00  0.1042E-05
  739  0.0000E+00  0.0000E+00  0.1478E-01  0.5049E+08  0.5049E+08  0.1812E+09  0.0000E+00  0.0000E+00  0.4807E+00  0.1038E-05
  740  0.0000E+00  0.0000E+00  0.1480E-01  0.5052E+08  0.5052E+08  0.1813E+09  0.0000E+00  0.0000E+00  0.4812E+00  0.1034E-05
  741  0.0000E+00  0.0000E+00  0.1482E-01  0.5055E+08  0.5055E+08  0.1814E+09  0.0000E+00  0.0000E+00  0.4816E+00  0.1031E-05
  742  0.0000E+00  0.0000E+00  0.1484E-01  0.5058E+08  0.5058E+08  0.1815E+09  0.0000E+00  0.0000E+00  0.4821E+00  0.1027E-05
  743  0.0000E+00  0.0000E+00  0.1486E-01  0.5060E+08  0.5060E+08  0.1816E+09  0.0000E+00  0.0000E+00  0.4826E+00  0.1023E-05
  744  0.0000E+00  0.0000E+00  0.1488E-01  0.5063E+08  0.5063E+08  0.1817E+09  0.0000E+00  0.0000E+00  0.4831E+00  0.1019E-05
  745  0.0000E+00  0.0000E+00  0.1490E-01  0.5066E+08  0.5066E+08  0.1818E+09  0.0000E+00  0.0000E+00  0.4836E+00  0.1016E-05
  746  0.0000E+00  0.0000E+00  0.1492E-01  0.5069E+08  0.5069E+08  0.1819E+09  0.0000E+00  0.0000E+00  0.4841E+00  0.1011E-05
  747  0.0000E+00  0.0000E+00  0.1494E-01  0.5071E+08  0.5071E+08  0.1820E+09  0.0000E+00  0.0000E+00  0.4846E+00  0.1009E-05
  748  0.0000E+00  0.0000E+00  0.1496E-01  0.5074E+08  0.5074E+08  0.1821E+09  0.0000E+00  0.0000E+00  0.4850E+00  0.1004E-05
  749  0.0000E+00  0.0000E+00  0.1498E-01  0.5077E+08  0.5077E+08  0.1821E+09  0.0000E+00  0.0000E+00  0.4855E+00  0.1000E-05
  750  0.0000E+00  0.0000E+00  0.1500E-01  0.5079E+08  0.5079E+08  0.1822E+09  0.0000E+00  0.0000E+00  0.4860E+00  0.9972E-06
  751  0.0000E+00  0.0000E+00  0.1502E-01  0.5082E+08  0.5082E+08  0.1823E+09  0.0000E+00  0.0000E+00  0.4865E+00  0.9935E-06
  752  0.0000E+00  0.0000E+00  0.1504E-01  0.5085E+08  0.5085E+08  0.1824E+09  0.0000E+00  0.0000E+00  0.4870E+00  0.9900E-06
  753  0.0000E+00  0.0000E+00  0.1506E-01  0.5088E+08  0.5088E+08  0.1825E+09  0.0000E+00  0.0000E+00  0.4875E+00  0.9865E-06
  754  0.0000E+00  0.0000E+00  0.1508E-01  0.5090E+08  0.5090E+08  0.1826E+09  0.0000E+00  0.0000E+00  0.4879E+00  0.9832E-06
  755  0.0000E+00  0.0000E+00  0.1510E-01  0.5093E+08  0.5093E+08  0.1827E+09  0.0000E+00  0.0000E+00  0.4884E+00  0.9791E-06
  756  0.0000E+00  0.0000E+00  0.1512E-01  0.5096E+08  0.5096E+08  0.1828E+09  0.0000E+00  0.0000E+00  0.4889E+00  0.9756E-06
  757  0.0000E+00  0.0000E+00  0.1514E-01  0.5098E+08  0.5098E+08  0.1829E+09  0.0000E+00  0.0000E+00  0.4894E+00  0.9723E-06
  758  0.0000E+00  0.0000E+00  0.1516E-01  0.5101E+08  0.5101E+08  0.1830E+09  0.0000E+00  0.0000E+00  0.4899E+00  0.9683E-06
  759  0.0000E+00  0.0000E+00  0.1518E-01  0.5104E+08  0.5104E+08  0.1831E+09  0.0000E+00  0.0000E+00  0.4904E+00  0.9653E-06
  760  0.0000E+00  0.0000E+00  0.1520E-01  0.5107E+08  0.5107E+08  0.1831E+09  0.0000E+00  0.0000E+00  0.4908E+00  0.9621E-06
  761  0.0000E+00  0.0000E+00  0.1522E-01  0.5109E+08  0.5109E+08  0.1832E+09  0.0000E+00  0.0000E+00  0.4913E+00  0.9583E-06
  762  0.0000E+00  0.0000E+00  0.1524E-01  0.5112E+08  0.5112E+08  0.1833E+09  0.0000E+00  0.0000E+00  0.4918E+00  0.9548E-06
  763  0.0000E+00  0.0000E+00  0.1526E-01  0.5115E+08  0.5115E+08  0.1834E+09  0.0000E+00  0.0000E+00  0.4923E+00  0.9509E-06
  764  0.0000E+00  0.0000E+00  0.1528E-01  0.5117E+08  0.5117E+08  0.1835E+09  0.0000E+00  0.0000E+00  0.4928E+00  0.9481E-06
  765  0.0000E+00  0.0000E+00  0.1530E-01  0.5120E+08  0.5120E+08  0.1836E+09  0.0000E+00  0.0000E+00  0.4932E+00  0.9451E-06
  766  0.0000E+00  0.0000E+00  0.1532E-01  0.5123E+08  0.5123E+08  0.1837E+09  0.0000E+00  0.0000E+00  0.4937E+00  0.9413E-06
  767  0.0000E+00  0.0000E+00  0.1534E-01  0.5125E+08  0.5125E+08  0.1838E+09  0.0000E+00  0.0000E+00  0.4942E+00  0.9376E-06
  768  0.0000E+00  0.0000E+00  0.1536E-01  0.5128E+08  0.5128E+08  0.1839E+09  0.0000E+00  0.0000E+00  0.4947E+00  0.9348E-06
  769  0.0000E+00  0.0000E+00  0.1538E-01  0.5131E+08  0.5131E+08  0.1839E+09  0.0000E+00  0.0000E+00  0.4952E+00  0.9311E-06
  770  0.0000E+00  0.0000E+00  0.1540E-01  0.5133E+08  0.5133E+08  0.1840E+09  0.0000E+00  0.0000E+00  0.4956E+00  0.9278E-06
  771  0.0000E+00  0.0000E+00  0.1542E-01  0.5136E+08  0.5136E+08  0.1841E+09  0.0000E+00  0.0000E+00  0.4961E+00  0.9250E-06
  772  0.0000E+00  0.0000E+00  0.1544E-01  0.5139E+08  0.5139E+08  0.1842E+09  0.0000E+00  0.0000E+00  0.4966E+00  0.9213E-06
  773  0.0000E+00  0.0000E+00  0.1546E-01  0.5141E+08  0.5141E+08  0.1843E+09  0.0000E+00  0.0000E+00  0.4971E+00  0.9178E-06
  774  0.0000E+00  0.0000E+00  0.1548E-01  0.5144E+08  0.5144E+08  0.1844E+09  0.0000E+00  0.0000E+00  0.4976E+00  0.9150E-06
  775  0.0000E+00  0.0000E+00  0.1550E-01  0.5147E+08  0.5147E+08  0.1845E+09  0.0000E+00  0.0000E+00  0.4980E+00  0.9118E-06
  776  0.0000E+00  0.0000E+00  0.1552E-01  0.5149E+08  0.5149E+08  0.1846E+09  0.0000E+00  0.0000E+00  0.4985E+00  0.9090E-06
  777  0.0000E+00  0.0000E+00  0.1554E-01  0.5152E+08  0.5152E+08  0.1847E+09  0.0000E+00  0.0000E+00  0.4990E+00  0.9052E-06
  778  0.0000E+00  0.0000E+00  0.1556E-01  0.5155E+08  0.5155E+08  0.1847E+09  0.0000E+00  0.0000E+00  0.4995E+00  0.9022E-06
  779  0.0000E+00  0.0000E+00  0.1558E-01  0.5157E+08  0.5157E+08  0.1848E+09  0.0000E+00  0.0000E+00  0.5000E+00  0.8990E-06
  780  0.0000E+00  0.0000E+00  0.1560E-01  0.5160E+08  0.5160E+08  0.1849E+09  0.0000E+00  0.0000E+00  0.5004E+00  0.8955E-06
  781  0.0000E+00  0.0000E+00  0.1562E-01  0.5163E+08  0.5163E+08  0.1850E+09  0.0000E+00  0.0000E+00  0.5009E+00  0.8922E-06
  782  0.0000E+00  0.0000E+00  0.1564E-01  0.5165E+08  0.5165E+08  0.1851E+09  0.0000E+00  0.0000E+00  0.5014E+00  0.8896E-06
  783  0.0000E+00  0.0000E+00  0.1566E-01  0.5168E+08  0.5168E+08  0.1852E+09  0.0000E+00  0.0000E+00  0.5019E+00  0.8869E-06
  784  0.0000E+00  0.0000E+00  0.1568E-01  0.5171E+08  0.5171E+08  0.1853E+09  0.0000E+00  0.0000E+00  0.5023E+00  0.8831E-06
  785  0.0000E+00  0.0000E+00  0.1570E-01  0.5173E+08  0.5173E+08  0.1854E+09  0.0000E+00  0.0000E+00  0.5028E+00  0.8806E-06
  786  0.0000E+00  0.0000E+00  0.1572E-01  0.5176E+08  0.5176E+08  0.1855E+09  0.0000E+00  0.0000E+00  0.5033E+00  0.8773E-06
  787  0.0000E+00  0.0000E+00  0.1574E-01  0.5179E+08  0.5179E+08  0.1855E+09  0.0000E+00  0.0000E+00  0.5038E+00  0.8740E-06
  788  0.0000E+00  0.0000E+00  0.1576E-01  0.5181E+08  0.5181E+08  0.1856E+09  0.0000E+00  0.0000E+00  0.5042E+00  0.8708E-06
  789  0.0000E+00  0.0000E+00  0.1578E-01  0.5184E+08  0.5184E+08  0.1857E+09  0.0000E+00  0.0000E+00  0.5047E+00  0.8682E-06
  790  0.0000E+00  0.0000E+00  0.1580E-01  0.5186E+08  0.5186E+08  0.1858E+09  0.0000E+00  0.0000E+00  0.5052E+00  0.8647E-06
  791  0.0000E+00  0.0000E+00  0.1582E-01  0.5189E+08  0.5189E+08  0.1859E+09  0.0000E+00  0.0000E+00  0.5057E+00  0.8619E-06
  792  0.0000E+00  0.0000E+00  0.1584E-01  0.5192E+08  0.5192E+08  0.1860E+09  0.0000E+00  0.0000E+00  0.5061E+00  0.8591E-06
  793  0.0000E+00  0.0000E+00  0.1586E-01  0.5194E+08  0.5194E+08  0.1861E+09  0.0000E+00  0.0000E+00  0.5066E+00  0.8564E-06
  794  0.0000E+00  0.0000E+00  0.1588E-01  0.5197E+08  0.5197E+08  0.1862E+09  0.0000E+00  0.0000E+00  0.5071E+00  0.8529E-06
  795  0.0000E+00  0.0000E+00  0.1590E-01  0.5200E+08  0.5200E+08  0.1862E+09  0.0000E+00  0.0000E+00  0.5076E+00  0.8501E-06
  796  0.0000E+00  0.0000E+00  0.1592E-01  0.5202E+08  0.5202E+08  0.1863E+09  0.0000E+00  0.0000E+00  0.5080E+00  0.8477E-06
  797  0.0000E+00  0.0000E+00  0.1594E-01  0.5205E+08  0.5205E+08  0.1864E+09  0.0000E+00  0.0000E+00  0.5085E+00  0.8445E-06
  798  0.0000E+00  0.0000E+00  0.1596E-01  0.5207E+08  0.5207E+08  0.1865E+09  0.0000E+00  0.0000E+00  0.5090E+00  0.8414E-06
  799  0.0000E+00  0.0000E+00  0.1598E-01  0.5210E+08  0.5210E+08  0.1866E+09  0.0000E+00  0.0000E+00  0.5095E+00  0.8384E-06
  800  0.0000E+00  0.0000E+00  0.1600E-01  0.5213E+08  0.5213E+08  0.1867E+09  0.0000E+00  0.0000E+00  0.5099E+00  0.8352E-06
  801  0.0000E+00  0.0000E+00  0.1602E-01  0.5215E+08  0.5215E+08  0.1868E+09  0.0000E+00  0.0000E+00  0.5104E+00  0.8333E-06
  802  0.0000E+00  0.0000E+00  0.1604E-01  0.5218E+08  0.5218E+08  0.1869E+09  0.0000E+00  0.0000E+00  0.5109E+00  0.8298E-06
  803  0.0000E+00  0.0000E+00  0.1606E-01  0.5221E+08  0.5221E+08  0.1869E+09  0.0000E+00  0.0000E+00  0.5114E+00  0.8265E-06
  804  0.0000E+00  0.0000E+00  0.1608E-01  0.5223E+08  0.5223E+08  0.1870E+09  0.0000E+00  0.0000E+00  0.5118E+00  0.8247E-06
  805  0.0000E+00  0.0000E+00  0.1610E-01  0.5226E+08  0.5226E+08  0.1871E+09  0.0000E+00  0.0000E+00  0.5123E+00  0.8214E-06
  806  0.0000E+00  0.0000E+00  0.1612E-01  0.5228E+08  0.5228E+08  0.1872E+09  0.0000E+00  0.0000E+00  0.5128E+00  0.8184E-06
  807  0.0000E+00  0.0000E+00  0.1614E-01  0.5231E+08  0.5231E+08  0.1873E+09  0.0000E+00  0.0000E+00  0.5133E+00  0.8158E-06
  808  0.0000E+00  0.0000E+00  0.1616E-01  0.5234E+08  0.5234E+08  0.1874E+09  0.0000E+00  0.0000E+00  0.5137E+00  0.8130E-06
  809  0.0000E+00  0.0000E+00  0.1618E-01  0.5236E+08  0.5236E+08  0.1875E+09  0.0000E+00  0.0000E+00  0.5142E+00  0.8103E-06
  810  0.0000E+00  0.0000E+00  0.1620E-01  0.5239E+08  0.5239E+08  0.1875E+09  0.0000E+00  0.0000E+00  0.5147E+00  0.8075E-06
  811  0.0000E+00  0.0000E+00  0.1622E-01  0.5241E+08  0.5241E+08  0.1876E+09  0.0000E+00  0.0000E+00  0.5151E+00  0.8051E-06
  812  0.0000E+00  0.0000E+00  0.1624E-01  0.5244E+08  0.5244E+08  0.1877E+09  0.0000E+00  0.0000E+00  0.5156E+00  0.8021E-06
  813  0.0000E+00  0.0000E+00  0.1626E-01  0.5246E+08  0.5246E+08  0.1878E+09  0.0000E+00  0.0000E+00  0.5161E+00  0.7991E-06
  814  0.0000E+00  0.0000E+00  0.1628E-01  0.5249E+08  0.5249E+08  0.1879E+09  0.0000E+00  0.0000E+00  0.5166E+00  0.7970E-06
  815  0.0000E+00  0.0000E+00  0.1630E-01  0.5252E+08  0.5252E+08  0.1880E+09  0.0000E+00  0.0000E+00  0.5170E+00  0.7940E-06
  816  0.0000E+00  0.0000E+00  0.1632E-01  0.5254E+08  0.5254E+08  0.1881E+09  0.0000E+00  0.0000E+00  0.5175E+00  0.7912E-06
  817  0.0000E+00  0.0000E+00  0.1634E-01  0.5257E+08  0.5257E+08  0.1881E+09  0.0000E+00  0.0000E+00  0.5180E+00  0.7884E-06
  818  0.0000E+00  0.0000E+00  0.1636E-01  0.5259E+08  0.5259E+08  0.1882E+09  0.0000E+00  0.0000E+00  0.5184E+00  0.7863E-06
  819  0.0000E+00  0.0000E+00  0.1638E-01  0.5262E+08  0.5262E+08  0.1883E+09  0.0000E+00  0.0000E+00  0.5189E+00  0.7830E-06
  820  0.0000E+00  0.0000E+00  0.1640E-01  0.5264E+08  0.5264E+08  0.1884E+09  0.0000E+00  0.0000E+00  0.5194E+00  0.7807E-06
  821  0.0000E+00  0.0000E+00  0.1642E-01  0.5267E+08  0.5267E+08  0.1885E+09  0.0000E+00  0.0000E+00  0.5199E+00  0.7779E-06
  822  0.0000E+00  0.0000E+00  0.1644E-01  0.5270E+08  0.5270E+08  0.1886E+09  0.0000E+00  0.0000E+00  0.5203E+00  0.7758E-06
  823  0.0000E+00  0.0000E+00  0.1646E-01  0.5272E+08  0.5272E+08  0.1887E+09  0.0000E+00  0.0000E+00  0.5208E+00  0.7728E-06
